Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
Q06474	reviewed	COX2_SYNY3	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome aa3 subunit 2) (Cytochrome c oxidase polypeptide II) (Oxidase aa(3) subunit 2)	ctaC coxB slr1136	Synechocystis sp. (strain PCC 6803 / Kazusa)	332	GO:0004129; GO:0005507; GO:0005886; GO:0042773; GO:0070469	plasma membrane [GO:0005886]; respirasome [GO:0070469]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; ATP synthesis coupled electron transport [GO:0042773]
Q55370	reviewed	MOCBA_SYNY3	Molybdenum cofactor biosynthesis bifunctional protein [Includes: Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C); Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)]	moaC/mobA slr0902	Synechocystis sp. (strain PCC 6803 / Kazusa)	347	GO:0005525; GO:0005737; GO:0006777; GO:0016779; GO:0046872; GO:0061603; GO:0061799	cytoplasm [GO:0005737]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; molybdenum cofactor guanylyltransferase activity [GO:0061603]; nucleotidyltransferase activity [GO:0016779]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
Q55756	reviewed	CARB_SYNY3	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB sll0370	Synechocystis sp. (strain PCC 6803 / Kazusa)	1081	GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006541; GO:0044205; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]
Q55928	reviewed	NADM_SYNY3	Bifunctional NMN adenylyltransferase/Nudix hydrolase [Includes: Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1) (NAD(+) diphosphorylase) (NAD(+) pyrophosphorylase) (NMN adenylyltransferase); ADP compounds hydrolase (EC 3.6.1.-)]	slr0787	Synechocystis sp. (strain PCC 6803 / Kazusa)	339	GO:0000309; GO:0005524; GO:0005737; GO:0009435; GO:0016787; GO:0042802	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; identical protein binding [GO:0042802]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; NAD biosynthetic process [GO:0009435]
Q59998	reviewed	ATZN_SYNY3	Zinc-transporting ATPase (EC 7.2.2.12) (Zn(2+)-translocating P-type ATPase)	ziaA slr0798	Synechocystis sp. (strain PCC 6803 / Kazusa)	721	GO:0005524; GO:0005886; GO:0006829; GO:0015086; GO:0016020; GO:0016463; GO:0016887; GO:0030001; GO:0046872; GO:0055085	membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadmium ion transmembrane transporter activity [GO:0015086]; metal ion binding [GO:0046872]; P-type zinc transporter activity [GO:0016463]; metal ion transport [GO:0030001]; transmembrane transport [GO:0055085]; zinc ion transport [GO:0006829]
P09192	reviewed	PSBD_SYNY3	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD sll0849	Synechocystis sp. (strain PCC 6803 / Kazusa)	352	GO:0005506; GO:0009523; GO:0009772; GO:0010242; GO:0016168; GO:0030096; GO:0031676; GO:0045156	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; iron ion binding [GO:0005506]; oxygen evolving activity [GO:0010242]; photosynthetic electron transport in photosystem II [GO:0009772]
P55037	reviewed	GLTB_SYNY3	Ferredoxin-dependent glutamate synthase 1 (EC 1.4.7.1) (Fd-GOGAT)	gltB sll1502	Synechocystis sp. (strain PCC 6803 / Kazusa)	1550	GO:0006537; GO:0015930; GO:0016041; GO:0019676; GO:0046872; GO:0051538; GO:0097054	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; glutamate synthase activity [GO:0015930]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]
P72659	reviewed	PNP_SYNY3	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp sll1043	Synechocystis sp. (strain PCC 6803 / Kazusa)	718	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006401; GO:0006402	cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA catabolic process [GO:0006401]; RNA processing [GO:0006396]
P72827	reviewed	FUTA1_SYNY3	Iron uptake protein A1	futA1 slr1295	Synechocystis sp. (strain PCC 6803 / Kazusa)	360	GO:0031676; GO:0034755; GO:0046872	plasma membrane-derived thylakoid membrane [GO:0031676]; metal ion binding [GO:0046872]; iron ion transmembrane transport [GO:0034755]
P73093	reviewed	PYG_SYNY3	Phycobilisome rod-core linker polypeptide CpcG	cpcG cpcG1 slr2051	Synechocystis sp. (strain PCC 6803 / Kazusa)	249	GO:0015979; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]
P73204	reviewed	PYR2_SYNY3	Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2 (LR30)	cpcC2 sll1579	Synechocystis sp. (strain PCC 6803 / Kazusa)	273	GO:0015979; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]
P73302	reviewed	KAD1_SYNY3	Adenylate kinase 1 (AK 1) (EC 2.7.4.3) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase 1) (Adenylate monophosphate kinase 1)	adk1 sll1815	Synechocystis sp. (strain PCC 6803 / Kazusa)	187	GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0009123; GO:0009132; GO:0016310; GO:0044209	cytoplasm [GO:0005737]; cytosol [GO:0005829]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; AMP salvage [GO:0044209]; nucleoside diphosphate metabolic process [GO:0009132]; nucleoside monophosphate metabolic process [GO:0009123]; phosphorylation [GO:0016310]
P73390	reviewed	PHAC_SYNY3	Poly(3-hydroxyalkanoate) polymerase subunit PhaC (PHA polymerase) (EC 2.3.1.-) (PHB synthase subunit PhaC) (Poly(3-hydroxybutyrate) polymerase subunit PhaC) (PHB polymerase) (Poly(hydroxyalkanoic acid) synthase subunit PhaC) (PHA synthase) (Polyhydroxyalkanoic acid synthase subunit PhaC)	phaC phbC slr1830	Synechocystis sp. (strain PCC 6803 / Kazusa)	378	GO:0005737; GO:0016746; GO:0042619	cytoplasm [GO:0005737]; acyltransferase activity [GO:0016746]; poly-hydroxybutyrate biosynthetic process [GO:0042619]
P73574	reviewed	FABG_SYNY3	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)	fabG slr0886	Synechocystis sp. (strain PCC 6803 / Kazusa)	247	GO:0004316; GO:0016616; GO:0030497; GO:0051287	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; fatty acid elongation [GO:0030497]
P74430	reviewed	NADK2_SYNY3	NAD kinase 2 (EC 2.7.1.23) (ATP-dependent NAD kinase 2)	nadK2 slr0400	Synechocystis sp. (strain PCC 6803 / Kazusa)	305	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872; GO:0051287	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]; phosphorylation [GO:0016310]
P74432	reviewed	IXTPA_SYNY3	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	slr0402	Synechocystis sp. (strain PCC 6803 / Kazusa)	194	GO:0000166; GO:0005737; GO:0005829; GO:0009117; GO:0009143; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872; GO:0047429	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleoside triphosphate diphosphatase activity [GO:0047429]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]
P74653	reviewed	PHYK_SYNY3	Phytol kinase (EC 2.7.1.182)	vte5 slr1652	Synechocystis sp. (strain PCC 6803 / Kazusa)	233	GO:0000166; GO:0004143; GO:0005886; GO:0010189; GO:0010276; GO:0033306	plasma membrane [GO:0005886]; diacylglycerol kinase activity [GO:0004143]; nucleotide binding [GO:0000166]; phytol kinase activity [GO:0010276]; phytol metabolic process [GO:0033306]; vitamin E biosynthetic process [GO:0010189]
P74714	reviewed	UCRIA_SYNY3	Cytochrome b6-f complex iron-sulfur subunit 1 (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1)	petC1 slr1185	Synechocystis sp. (strain PCC 6803 / Kazusa)	178	GO:0005886; GO:0009496; GO:0015979; GO:0016491; GO:0031676; GO:0043231; GO:0045158; GO:0046872; GO:0051537	intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; plasma membrane-derived thylakoid membrane [GO:0031676]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; plastoquinol--plastocyanin reductase activity [GO:0009496]; photosynthesis [GO:0015979]
P77962	reviewed	GLYA_SYNY3	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA sll1931	Synechocystis sp. (strain PCC 6803 / Kazusa)	427	GO:0004372; GO:0005737; GO:0005829; GO:0006565; GO:0006730; GO:0008270; GO:0019264; GO:0030170; GO:0035999; GO:0046653; GO:0046655; GO:0070905	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
Q55158	reviewed	RIBD_SYNY3	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD slr0066	Synechocystis sp. (strain PCC 6803 / Kazusa)	368	GO:0008270; GO:0008703; GO:0008835; GO:0009231; GO:0050661	5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]
Q55393	reviewed	DFA1_SYNY3	Diflavin flavoprotein A 1 (EC 1.-.-.-) (NADH:oxygen oxidoreductase) (SsATF573)	dfa1 sll0550	Synechocystis sp. (strain PCC 6803 / Kazusa)	573	GO:0010181; GO:0016646; GO:0046872	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]
Q55469	reviewed	MURE_SYNY3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE slr0528	Synechocystis sp. (strain PCC 6803 / Kazusa)	505	GO:0000287; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q55504	reviewed	GLMU_SYNY3	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU sll0899	Synechocystis sp. (strain PCC 6803 / Kazusa)	456	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0019134; GO:0031470; GO:0043886; GO:0071555	carboxysome [GO:0031470]; cytoplasm [GO:0005737]; glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; structural constituent of carboxysome shell [GO:0043886]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]; cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
Q55512	reviewed	DHAS_SYNY3	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd slr0549	Synechocystis sp. (strain PCC 6803 / Kazusa)	338	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266	aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]; 'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]
Q55629	reviewed	LAADH_SYNY3	L-amino acid dehydrogenase (EC 1.4.5.-) (L-amino acid:plastoquinone oxidoreductase) (L-arginine dehydrogenase)	slr0782	Synechocystis sp. (strain PCC 6803 / Kazusa)	471	GO:0006527; GO:0016491; GO:0031676; GO:0046872	plasma membrane-derived thylakoid membrane [GO:0031676]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; arginine catabolic process [GO:0006527]
P09190	reviewed	PSBE_SYNY3	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE ssr3451	Synechocystis sp. (strain PCC 6803 / Kazusa)	81	GO:0005506; GO:0009055; GO:0009539; GO:0009767; GO:0020037; GO:0030096; GO:0031676	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; photosynthetic electron transport chain [GO:0009767]
P09193	reviewed	PSBC_SYNY3	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC sll0851	Synechocystis sp. (strain PCC 6803 / Kazusa)	460	GO:0009772; GO:0016168; GO:0030096; GO:0031676; GO:0045156; GO:0046872	plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; metal ion binding [GO:0046872]; photosynthetic electron transport in photosystem II [GO:0009772]
P15819	reviewed	PSBK_SYNY3	Photosystem II reaction center protein K (PSII-K)	psbK sml0005	Synechocystis sp. (strain PCC 6803 / Kazusa)	45	GO:0009539; GO:0015979; GO:0030096; GO:0031676	photosystem II reaction center [GO:0009539]; plasma membrane-derived thylakoid membrane [GO:0031676]; plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosynthesis [GO:0015979]
P17062	reviewed	NDHK2_SYNY3	NAD(P)H-quinone oxidoreductase subunit K 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K 2) (NDH-1 subunit K 2) (NDH-K 2)	ndhK2 psbG2 sll8031	Synechocystis sp. (strain PCC 6803 / Kazusa)	219	GO:0005506; GO:0008137; GO:0009060; GO:0015990; GO:0019684; GO:0031676; GO:0045272; GO:0048038; GO:0051539	plasma membrane respiratory chain complex I [GO:0045272]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; photosynthesis, light reaction [GO:0019684]
P28463	reviewed	HEM1_SYNY3	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA slr1808	Synechocystis sp. (strain PCC 6803 / Kazusa)	427	GO:0006782; GO:0008883; GO:0015995; GO:0050661	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; chlorophyll biosynthetic process [GO:0015995]; protoporphyrinogen IX biosynthetic process [GO:0006782]
P29254	reviewed	PSAA_SYNY3	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA slr1834	Synechocystis sp. (strain PCC 6803 / Kazusa)	751	GO:0000287; GO:0009055; GO:0015979; GO:0016168; GO:0030094; GO:0031676; GO:0051539	plasma membrane-derived photosystem I [GO:0030094]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; photosynthesis [GO:0015979]
P55038	reviewed	GLTS_SYNY3	Ferredoxin-dependent glutamate synthase 2 (EC 1.4.7.1) (FD-GOGAT)	gltS sll1499	Synechocystis sp. (strain PCC 6803 / Kazusa)	1556	GO:0006537; GO:0016040; GO:0016041; GO:0019676; GO:0046872; GO:0051538; GO:0097054	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; glutamate synthase (NADH) activity [GO:0016040]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]; L-glutamate biosynthetic process [GO:0097054]
P72781	reviewed	RRE1_SYNY3	Response regulator Rre1	rre1 ycf29 slr1783	Synechocystis sp. (strain PCC 6803 / Kazusa)	231	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
